khmer,english,category,frequency,safe_remove,level,domains,token_type,notes
៥៨,khmer numeral 58,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៥៩,khmer numeral 59,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦០,khmer numeral 60,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦១,khmer numeral 61,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦២,khmer numeral 62,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៣,khmer numeral 63,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៤,khmer numeral 64,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៥,khmer numeral 65,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៦,khmer numeral 66,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៧,khmer numeral 67,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៨,khmer numeral 68,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៦៩,khmer numeral 69,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧០,khmer numeral 70,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧១,khmer numeral 71,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧២,khmer numeral 72,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៣,khmer numeral 73,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៤,khmer numeral 74,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៥,khmer numeral 75,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៦,khmer numeral 76,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៧,khmer numeral 77,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៨,khmer numeral 78,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៧៩,khmer numeral 79,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨០,khmer numeral 80,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨១,khmer numeral 81,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨២,khmer numeral 82,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៣,khmer numeral 83,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៤,khmer numeral 84,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៥,khmer numeral 85,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៦,khmer numeral 86,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៧,khmer numeral 87,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៨,khmer numeral 88,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៨៩,khmer numeral 89,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩០,khmer numeral 90,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩១,khmer numeral 91,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩២,khmer numeral 92,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៣,khmer numeral 93,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៤,khmer numeral 94,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៥,khmer numeral 95,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៦,khmer numeral 96,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៧,khmer numeral 97,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៨,khmer numeral 98,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
៩៩,khmer numeral 99,quantifier,Medium,Caution,Aggressive,all,single,Numeric token; preserve for finance/QA.
១០០,khmer numeral 100,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០១,khmer numeral 101,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០២,khmer numeral 102,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៣,khmer numeral 103,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៤,khmer numeral 104,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៥,khmer numeral 105,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៦,khmer numeral 106,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៧,khmer numeral 107,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៨,khmer numeral 108,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១០៩,khmer numeral 109,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១០,khmer numeral 110,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១១,khmer numeral 111,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១២,khmer numeral 112,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៣,khmer numeral 113,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៤,khmer numeral 114,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៥,khmer numeral 115,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៦,khmer numeral 116,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៧,khmer numeral 117,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៨,khmer numeral 118,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១១៩,khmer numeral 119,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២០,khmer numeral 120,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២១,khmer numeral 121,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២២,khmer numeral 122,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៣,khmer numeral 123,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៤,khmer numeral 124,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៥,khmer numeral 125,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៦,khmer numeral 126,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៧,khmer numeral 127,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៨,khmer numeral 128,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១២៩,khmer numeral 129,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣០,khmer numeral 130,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣១,khmer numeral 131,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣២,khmer numeral 132,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៣,khmer numeral 133,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៤,khmer numeral 134,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៥,khmer numeral 135,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៦,khmer numeral 136,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៧,khmer numeral 137,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៨,khmer numeral 138,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៣៩,khmer numeral 139,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤០,khmer numeral 140,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤១,khmer numeral 141,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤២,khmer numeral 142,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៣,khmer numeral 143,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៤,khmer numeral 144,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៥,khmer numeral 145,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៦,khmer numeral 146,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៧,khmer numeral 147,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៨,khmer numeral 148,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៤៩,khmer numeral 149,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥០,khmer numeral 150,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥១,khmer numeral 151,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥២,khmer numeral 152,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៣,khmer numeral 153,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៤,khmer numeral 154,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៥,khmer numeral 155,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៦,khmer numeral 156,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៧,khmer numeral 157,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៨,khmer numeral 158,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៥៩,khmer numeral 159,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦០,khmer numeral 160,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦១,khmer numeral 161,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦២,khmer numeral 162,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៣,khmer numeral 163,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៤,khmer numeral 164,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៥,khmer numeral 165,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៦,khmer numeral 166,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៧,khmer numeral 167,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៨,khmer numeral 168,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៦៩,khmer numeral 169,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧០,khmer numeral 170,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧១,khmer numeral 171,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧២,khmer numeral 172,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៣,khmer numeral 173,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៤,khmer numeral 174,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៥,khmer numeral 175,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៦,khmer numeral 176,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៧,khmer numeral 177,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៨,khmer numeral 178,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៧៩,khmer numeral 179,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨០,khmer numeral 180,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨១,khmer numeral 181,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨២,khmer numeral 182,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៣,khmer numeral 183,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៤,khmer numeral 184,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៥,khmer numeral 185,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៦,khmer numeral 186,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៧,khmer numeral 187,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៨,khmer numeral 188,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៨៩,khmer numeral 189,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៩០,khmer numeral 190,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៩១,khmer numeral 191,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៩២,khmer numeral 192,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៩៣,khmer numeral 193,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៩៤,khmer numeral 194,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
១៩៥,khmer numeral 195,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
